"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2024.MMP0319,2024.MMP0319329,Mediterranean,"Wed, 04/24/2024 - 12:00",2024,April,13,0,,,,,"Sub-Saharan Africa",Drowning,Unknown,"Off the coast of Djerba Island, Tunisia","IOM Tunisia, AlArabiya News, Sky News Arabia, Sabq, Infomigrants","33.737383, 11.009426","Central Mediterranean","https://archive.ph/FOcdG, https://archive.ph/Xxrpt, https://archive.ph/g3hyi, https://archive.ph/Vm8Sy",Uncategorized,4
2024.MMP0319,2024.MMP0319330,Mediterranean,"Wed, 04/24/2024 - 12:00",2024,April,1,0,,,,,"Northern Africa",Drowning,Egypt,"Off the coast of Djerba Island, Tunisia","IOM Tunisia, AlArabiya News, Sky News Arabia, Sabq, Infomigrants","33.737383, 11.009426","Central Mediterranean","https://archive.ph/FOcdG, https://archive.ph/Xxrpt, https://archive.ph/g3hyi, https://archive.ph/Vm8Sy",Uncategorized,4
2024.MMP0320,2024.MMP0320331,Mediterranean,"Thu, 04/18/2024 - 12:00",2024,April,1,0,,,1,,"Northern Africa (P)",Drowning,Unknown,"Body washed ashore at Agua Amarga Beach, Almeria, Spain","La Voz de Almeria, 20 minutos, El Confidencial","36.938983, -1.93382","Western Mediterranean","https://archive.ph/Y6l22, https://archive.ph/9WpyR, https://archive.ph/6vHsq",Uncategorized,3
2024.MMP0320,2024.MMP0320332,Mediterranean,"Fri, 04/19/2024 - 12:00",2024,April,1,0,,1,,,"Northern Africa (P)",Drowning,Unknown,"Body washed ashore at Mojacar Beach, Almeria, Spain","La Voz de Almeria, Junta de Andalucia","37.1088, -1.844423","Western Mediterranean","https://archive.ph/lBHqj, https://archive.ph/IZsxy",Uncategorized,3
2024.MMP0321,2024.MMP0321333,"Central America","Sun, 04/21/2024 - 12:00",2024,April,2,0,,,2,,"South America","Vehicle accident / death linked to hazardous transport",Ecuador,"Panamerican highways, Santo Domingo Zanatepec, Oaxaca, Mexico","Fiscalía General del Estado de Oaxaca, Expansion, El Universal, 1800migrante","16.477299, -94.355434",,"https://twitter.com/FISCALIA_GobOax/status/1782458364221436274?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1782458364221436274%7Ctwgr%5E2a64a222cd2e0860a742e471c4373f6079575a78%7Ctwcon%5Es1_&ref_url=https%3A//vanguardiaveracruz.com/seis-muertos-deja-fuerte-accidente-carretero-en-oaxaca/, https://archive.ph/PsvIV, https://archive.ph/EJaxD, https://www.facebook.com/1800Migrante/posts/pfbid08EPKpHdppH2dKF1f2Zf6sKa2wrzGmruWPcFtEbx6o8LwFgcPqLYVUSd8TJTWJpT2l","Central America",5
2024.MMP0321,2024.MMP0321334,"Central America","Sun, 04/21/2024 - 12:00",2024,April,1,0,,,1,,Caribbean,"Vehicle accident / death linked to hazardous transport","Dominican Republic","Panamerican highways, Santo Domingo Zanatepec, Oaxaca, Mexico","Fiscalía General del Estado de Oaxaca, Expansion, El Universal","16.477299, -94.355434",,"https://twitter.com/FISCALIA_GobOax/status/1782458364221436274?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1782458364221436274%7Ctwgr%5E2a64a222cd2e0860a742e471c4373f6079575a78%7Ctwcon%5Es1_&ref_url=https%3A//vanguardiaveracruz.com/seis-muertos-deja-fuerte-accidente-carretero-en-oaxaca/, https://archive.ph/PsvIV, https://archive.ph/EJaxD","Central America",5
2024.MMP0322,2024.MMP0322,"Central America","Wed, 04/24/2024 - 12:00",2024,April,1,0,,,1,,"Central America","Sickness / lack of access to adequate healthcare",Nicaragua,"In front of a hospital in Oaxaca City, Oaxaca, Mexico","Texas Nicaraguan Community, 100% Noticias, Fuentes Confiables | Nicaragua, Canal 10, Radio la Primerisima, Vida FM Nicaragua","17.082085, -96.718664",,"https://www.facebook.com/TexasNicaraguanCommunity/posts/482764764076125?ref=embed_post, https://web.archive.org/web/20240425143811/https://100noticias.com.ni/migracion/131072-migrante-nicaraguense-muere-frente-hospital-mexico/, https://archive.ph/iFq3Q, https://archive.ph/AJaM5, https://archive.ph/Or1cP, https://archive.vn/09X4Y","Central America",4
2024.MMP0323,2024.MMP0323,"North America","Thu, 04/25/2024 - 12:00",2024,April,1,0,,,,,"Central America","Mixed or unknown",Mexico,"Body found in the Glass Ranch, near 2644 Road and El Indio","Super Channel 12, Periodico Zocalo","28.489222, -100.193446","US-Mexico border crossing","https://archive.vn/iAGna, https://archive.ph/yRtBw","Northern America",3
2024.MMP0324,2024.MMP0324,Europe,"Mon, 03/18/2024 - 12:00",2024,March,1,0,,,1,,"Western Asia",Drowning,"Syrian Arab Republic","In the Kupa river, settlement of Stankovci, Žakanje municipality, Croatia (border with Slovenia)","IOM Slovenia, IOM Croatia, Policijska uprava karlovačka","45.572836, 15.306824","Western Balkans",https://web.archive.org/web/20240426100001/https://karlovacka-policija.gov.hr/vijesti/pronalazak-tijela-u-rijeci-kupi/39783,"Southern Europe",5
2024.MMP0325,2024.MMP0325,"North America","Thu, 04/25/2024 - 12:00",2024,April,1,0,,,1,,Unknown,"Mixed or unknown",Unknown,"Remains found in the Burr Ranch, between Rio Bravo and 277 Road","Super Channel 12, Periodico Zocalo","29.783124, -100.966269","US-Mexico border crossing","https://archive.vn/iAGna, https://archive.ph/yRtBw","Northern America",3
2024.MMP0326,2024.MMP0326,Mediterranean,"Thu, 04/25/2024 - 12:00",2024,April,1,0,,,,,Unknown,Drowning,Unknown,"Off Zuara, Libya","Sea Watch","33.795202, 12.216889","Central Mediterranean",,Uncategorized,4
2024.MMP0327,2024.MMP0327,"Northern Africa","Sat, 04/27/2024 - 12:00",2024,April,,51,9,,9,,"Sub-Saharan Africa",Drowning,Mixed/Unknown,"The boat capsized 110 kilometers from El Hierro Island in the Atlantic Sea","IOM Spain, Huffington Post","26.824635, -18.022288","Western Africa / Atlantic route to the Canary Islands",https://archive.ph/L6SSU,Uncategorized,4
2024.MMP0328,2024.MMP0328,Mediterranean,"Sun, 04/28/2024 - 12:00",2024,April,1,4,35,,1,,Unknown,Drowning,Unknown,"The semi-submerged boat was found at a distance of half a nautical mile from the ""DRAKAIOI"" area, Samos, Greece","Hellenic Coast Guard, IOM Greece","37.763105, 26.577934","Eastern Mediterranean","https://archive.ph/4REyn, https://archive.ph/KrDcu, https://archive.ph/9Mexu, https://archive.ph/3wgtk",Uncategorized,5
2024.MMP0329,2024.MMP0329,Europe,"Thu, 04/25/2024 - 12:00",2024,April,1,0,,1,,,Unknown,"Mixed or unknown",Unknown,"Unspecified location, Verkhnedvinsk district, Vitebsk region, Belarus","IOM Belarus, State Border Committee of the Republic of Belarus, Second National TV Channe (ONT.BY), Minskaya Pravda, Shakhtser","56.088474, 27.947781","Belarus-EU border","https://twitter.com/GpkGovBY/status/1783848277445660742, https://archive.ph/YSFPi, https://archive.ph/VrXIR, https://archive.ph/9jhWe","Eastern Europe",5
2024.MMP0330,2024.MMP0330,Europe,"Sat, 03/09/2024 - 12:00",2024,March,1,0,,,1,,"Western Asia",Violence,Iraq,"Unspecified location, near an animal gate of the Polish border fence on the Belarusian side, close to Belarus-Poland border, Kamyenyets district, Brest region, Belarus","IOM Belarus, State Border Committee of the Republic of Belarus, EADaily, Minskaya Pravda, SB News, Malorita District Newspaper","52.808965, 23.963366","Belarus-EU border","https://t.me/gpkgovby/4544, https://archive.ph/1Owuh, https://archive.ph/DmkTf, https://archive.ph/tPkwW, https://archive.ph/L8PQM, https://t.me/skgovby/10755","Eastern Europe",5
2024.MMP0331,2024.MMP0331,Europe,"Sun, 03/10/2024 - 12:00",2024,March,1,0,,,1,,Unknown,"Mixed or unknown",Unknown,"Unspecified location, in the Belarusian border with Latvia, Verhnedvinsk district, Vitebsk region, Belarus","IOM Belarus, State Border Committee of the Republic of Belarus, Malorita District Newspaper, SB News, EADaily, Minskaya Pravda","56.088474, 27.947781","Belarus-EU border","https://t.me/gpkgovby/4544, https://archive.ph/L8PQM, https://archive.ph/tPkwW, https://archive.ph/1Owuh, https://archive.ph/DmkTf","Eastern Europe",5
2024.MMP0332,2024.MMP0332,Europe,"Mon, 04/08/2024 - 12:00",2024,April,1,0,,,1,,"Southern Asia","Mixed or unknown",Afghanistan,"Unspecified location, near an animal gate of the Polish border fence on the Belarusian side","IOM Belarus, State Border Committee of the Republic of Belarus, Belnovosti, SB News","52.808965, 23.963366","Belarus-EU border","https://t.me/gpkgovby/4654, https://archive.ph/zaZKL, https://archive.ph/fNDpz","Eastern Europe",5
2024.MMP0333,2024.MMP0333346,Mediterranean,"Mon, 04/29/2024 - 12:00",2024,April,8,0,,,,,"Sub-Saharan Africa (P)",Drowning,Mixed/Unknown,"Bodies washed ashore at Chebba Beach, Mahdia Governorate, Tunisia","Agence Tunis Afrique Presse (TAP), Radio Al-Jawhara FM","35.247479, 11.142895","Central Mediterranean","https://archive.ph/FiD96, https://archive.ph/4lqFk",Uncategorized,3
2024.MMP0333,2024.MMP0333347,Mediterranean,"Mon, 04/29/2024 - 12:00",2024,April,1,0,,,,,"Sub-Saharan Africa (P)",Drowning,Mixed/Unknown,"Body washed ashore at Ghadabneh Beach, Mahdia Governorate, Tunisia","Agence Tunis Afrique Presse (TAP), Radio Al-Jawhara FM","35.308523, 11.055053","Central Mediterranean","https://archive.ph/FiD96, https://archive.ph/4lqFk",Uncategorized,3
2024.MMP0333,2024.MMP0333348,Mediterranean,"Mon, 04/29/2024 - 12:00",2024,April,1,0,,,,,"Sub-Saharan Africa (P)",Drowning,Mixed/Unknown,"Body washed ashore at Salqata Beach, Mahdia Governorate, Tunisia","Agence Tunis Afrique Presse (TAP), Radio Al-Jawhara FM","35.391127, 11.051432","Central Mediterranean","https://archive.ph/FiD96, https://archive.ph/4lqFk",Uncategorized,3
2024.MMP0334,2024.MMP0334,"Central America","Sat, 04/27/2024 - 12:00",2024,April,3,0,,,3,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Pan-American Highway 190 between the towns of La Ventosa-La Venta, Juchitán de Zaragoza,Oaxaca,Mexico","El Universal, Pulso","16.575243, -94.835342",,"https://acortar.link/F9wsJF, https://acortar.link/K6NKQa","Central America",3
2024.MMP0335,2024.MMP0335,"South America","Tue, 04/23/2024 - 12:00",2024,April,1,0,,,1,,"South America",Violence,"Venezuela (Bolivarian Republic of)","San Rafael restaurant, located at the 'El Amarillo' service station, located on the San Alberto-La Mata National Highway,San Alberto,Cesar, Colombia","El Tiempo","7.806844, -73.41224",,https://archive.ph/oMO24,"South America",1
2024.MMP0336,2024.MMP0336,"Central America","Wed, 01/17/2024 - 12:00",2024,January,1,0,,,1,,"South America",Drowning,"Venezuela (Bolivarian Republic of)","Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.462243, -77.701374",Darien,,"Central America",4
2024.MMP0337,2024.MMP0337,"Central America","Thu, 01/18/2024 - 12:00",2024,January,1,0,,,1,,"South America","Mixed or unknown",Colombia,"Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.462559, -77.701208",Darien,,"Central America",4
2024.MMP0338,2024.MMP0338,"Central America","Thu, 01/18/2024 - 12:00",2024,January,1,0,,,1,,"South America","Mixed or unknown","Venezuela (Bolivarian Republic of)","Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.462559, -77.701208",Darien,,"Central America",4
2024.MMP0339,2024.MMP0339,"Central America","Sun, 01/21/2024 - 12:00",2024,January,1,0,,1,,,"South America",Drowning,"Venezuela (Bolivarian Republic of)","Close to Tuquesa River in the Darien National Park, Panama","Pan American Development Foundation","8.462521, -77.700059",Darien,,"Central America",4
2024.MMP0340,2024.MMP0340,"Central America","Sun, 01/21/2024 - 12:00",2024,January,1,0,,1,,,"South America",Violence,"Venezuela (Bolivarian Republic of)","Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.461688, -77.70182",Darien,,"Central America",4
2024.MMP0341,2024.MMP0341,"Central America","Sat, 01/20/2024 - 12:00",2024,January,1,0,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.462243, -77.700723",Darien,,"Central America",4
2024.MMP0342,2024.MMP0342,"Central America","Sat, 01/20/2024 - 12:00",2024,January,1,0,,1,,,"Latin America / Caribbean (P)",Drowning,Unknown,"Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.462243, -77.700723",Darien,,"Central America",4
2024.MMP0343,2024.MMP0343,"Central America","Wed, 01/17/2024 - 12:00",2024,January,1,0,,,1,,Caribbean,Drowning,Haiti,"Unspecified location, Darien National Park, Panama","Pan American Development Foundation","8.46242, -77.701795",Darien,,"Central America",4
2024.MMP0344,2024.MMP0344359,Mediterranean,"Tue, 04/23/2024 - 12:00",2024,April,1,0,,1,,,Unknown,Drowning,Unknown,"Off the beach of Zarrat, governorate of Gabès, Tunisia","IOM Tunisia, Gabès.com, Kapitalis, IFM","33.698896, 10.356403","Central Mediterranean","https://www.facebook.com/Gabescom/posts/pfbid033QRyunTRpUMgUecGPvmwuWxixmSyYz93RmrDDtGutaKjD3CsxFp5gVSHEDFrChJl, https://archive.ph/5Mk4f, https://archive.ph/nvAf2",Uncategorized,4
2024.MMP0344,2024.MMP0344360,Mediterranean,"Tue, 04/23/2024 - 12:00",2024,April,3,0,,1,2,,Unknown,Drowning,Unknown,"Off the beach of Al-Matwiyah, governorate of Gabès, Tunisia","IOM Tunisia, Gabès.com, Kapitalis, IFM","34.015638, 10.046296","Central Mediterranean","https://www.facebook.com/Gabescom/posts/pfbid033QRyunTRpUMgUecGPvmwuWxixmSyYz93RmrDDtGutaKjD3CsxFp5gVSHEDFrChJl, https://archive.ph/5Mk4f, https://archive.ph/nvAf2",Uncategorized,4
2024.MMP0344,2024.MMP0344361,Mediterranean,"Tue, 04/23/2024 - 12:00",2024,April,1,0,,,1,,Unknown,Drowning,Unknown,"Off the port of Gabès, governorate of Gabès, Tunisia","IOM Tunisia, Gabès.com, Kapitalis, IFM","33.923247, 10.098051","Central Mediterranean","https://www.facebook.com/Gabescom/posts/pfbid033QRyunTRpUMgUecGPvmwuWxixmSyYz93RmrDDtGutaKjD3CsxFp5gVSHEDFrChJl, https://archive.ph/5Mk4f, https://archive.ph/nvAf2",Uncategorized,4
2024.MMP0344,2024.MMP0344362,Mediterranean,"Tue, 04/23/2024 - 12:00",2024,April,1,0,,1,,,Unknown,Drowning,Unknown,"Off the beach of Akarit, governorate of Gabès, Tunisia","IOM Tunisia, Gabès.com, Kapitalis, IFM","34.112735, 10.026203","Central Mediterranean","https://www.facebook.com/Gabescom/posts/pfbid033QRyunTRpUMgUecGPvmwuWxixmSyYz93RmrDDtGutaKjD3CsxFp5gVSHEDFrChJl, https://archive.ph/5Mk4f, https://archive.ph/nvAf2",Uncategorized,4
2024.MMP0344,2024.MMP0344363,Mediterranean,"Tue, 04/23/2024 - 12:00",2024,April,1,0,,,1,,Unknown,Drowning,Unknown,"Off the beach of Kettana, governorate of Gabès, Tunisia","IOM Tunisia, Gabès.com, Kapitalis, IFM","33.787297, 10.250102","Central Mediterranean","https://www.facebook.com/Gabescom/posts/pfbid033QRyunTRpUMgUecGPvmwuWxixmSyYz93RmrDDtGutaKjD3CsxFp5gVSHEDFrChJl, https://archive.ph/5Mk4f, https://archive.ph/nvAf2",Uncategorized,4
2024.MMP0345,2024.MMP0345,Mediterranean,"Wed, 04/24/2024 - 12:00",2024,April,24,0,,,,,Unknown,Drowning,Unknown,"Unspecified location off Sfax, Tunisia","IOM Tunisia","34.737485, 10.785132","Central Mediterranean",,Uncategorized,4
2024.MMP0346,2024.MMP0346,Mediterranean,"Thu, 04/25/2024 - 12:00",2024,April,3,0,,,,,Unknown,Drowning,Unknown,"Unspecified location off Sfax, Tunisia","IOM Tunisia","34.702363, 10.756656","Central Mediterranean",,Uncategorized,4
2024.MMP0347,2024.MMP0347,"Western Africa","Thu, 05/02/2024 - 12:00",2024,May,2,0,32,,,,"Western Africa (P)",Drowning,Unknown,"Gandiole, Saint Louis, Senegal","Directeur de l'information et des relations publiques des Armées sénégalaises (DIRPA)","16.038873, -16.490843","Western Africa / Atlantic route to the Canary Islands","https://twitter.com/chefdirpa/status/1786055517871149513?s=46, https://twitter.com/chefdirpa/status/1786160901546020916?s=46",Uncategorized,5
2024.MMP0348,2024.MMP0348,Europe,"Sat, 05/04/2024 - 12:00",2024,May,1,0,,,1,,Unknown,Drowning,Unknown,"Remains found in Canal de Bourbourg near Dunkirk, France","Calais Border Monitoring, Ouest France, France Bleu, La Voix du Nord","50.985563, 2.289943","Mainland Europe to the UK","https://archive.ph/WsGVf, https://archive.ph/OZiAS, https://archive.ph/5FSLY, https://archive.ph/wulZE","Western Europe",4
2024.MMP0349,2024.MMP0349,Mediterranean,"Fri, 05/03/2024 - 12:00",2024,May,1,0,,,,,Unknown,"Mixed or unknown",Unknown,"Remains recovered at Baghdadi Plage, Bekalta, Monastir, Tunisia","Diwan FM","35.556209, 11.030191","Central Mediterranean",https://archive.ph/dkNBc,Uncategorized,1
2024.MMP0350,2024.MMP0350,"Eastern Africa","Sun, 03/24/2024 - 12:00",2024,March,1,0,,,1,,"Eastern Africa","Sickness / lack of access to adequate healthcare",Ethiopia,"Obock, Djibouti - EHOA-Yemen crossing","IOM Djibouti","11.974206, 43.291977","Eastern Route to/from EHOA",,"Eastern Africa",4
2024.MMP0351,2024.MMP0351,Europe,"Fri, 05/03/2024 - 12:00",2024,May,2,0,,,,,Unknown,"Mixed or unknown",Unknown,"Unspecified locaiton, remains found on the Latvian border, Belarus","IOM Belarus, State Border Committee of the Republic of Belarus, Interfax, sb.by, Sputnik","55.818491, 27.531127","Belarus-EU border","https://web.archive.org/web/20240510101143/https://www.interfax.ru/InfiniteItem.asp?id=959791, https://web.archive.org/web/20240510113712/https://www.sb.by/articles/svyshe-2-tys-gostey-iz-belarusi-i-rossii-posetili-obekty-lidskogo-muzeya-v-den-pobedy.html?amp=1, https://web.archive.org/web/20240510113717/https://sputnik.by/20240507/pogranichniki-belarusi-nashli-tela-esche-3-migrantov-na-granitse-so-stranami-es-1086046611.html","Eastern Europe",5
2024.MMP0352,2024.MMP0352,Europe,"Sun, 05/05/2024 - 12:00",2024,May,1,0,,,,,Unknown,"Mixed or unknown",Unknown,"Unspecified location, remains found on the Polish border, Belarus","IOM Belarus, State Border Committee of the Republic of Belarus, Interfax, sb.by, Sputnik","52.749271, 23.525935","Belarus-EU border","https://web.archive.org/web/20240510101143/https://www.interfax.ru/InfiniteItem.asp?id=959791, https://web.archive.org/web/20240510113712/https://www.sb.by/articles/svyshe-2-tys-gostey-iz-belarusi-i-rossii-posetili-obekty-lidskogo-muzeya-v-den-pobedy.html?amp=1, https://web.archive.org/web/20240510113717/https://sputnik.by/20240507/pogranichniki-belarusi-nashli-tela-esche-3-migrantov-na-granitse-so-stranami-es-1086046611.html","Eastern Europe",5
2024.MMP0353,2024.MMP0353,Mediterranean,"Sat, 04/06/2024 - 12:00",2024,April,1,0,50,,,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"International waters off Lampedusa, Italy","RESQSHIP, ilfattonisseno","35.439426, 12.305599","Central Mediterranean","https://twitter.com/resqship/status/1787745926984942013, https://archive.ph/BM4Ny",Uncategorized,4
2024.MMP0354,2024.MMP0354373,"Northern Africa","Mon, 05/06/2024 - 12:00",2024,May,1,0,,,1,,"Sub-Saharan Africa","Mixed or unknown",Unknown,"Playa Santiago, Santa Cruz de Tenerife, Spain","El Dìa, Radio Television Canaria","28.024698, -17.19993","Western Africa / Atlantic route to the Canary Islands","https://web.archive.org/web/20240510084624/https://www.eldia.es/sucesos/sucesos-en-canarias/2024/05/09/tragedia-inmigracion-hallan-cadaveres-inmigrantes-102121297.html, https://web.archive.org/web/20240510084758/https://rtvc.es/localizados-dos-cadaveres-de-migrantes-en-la-costa-de-la-gomera/",Uncategorized,3
2024.MMP0354,2024.MMP0354374,"Northern Africa","Tue, 05/07/2024 - 12:00",2024,May,1,0,,,1,,"Sub-Saharan Africa","Mixed or unknown",Unknown,"Los Órganos, Santa Cruz de Tenerife, Spain","El Dìa, Radio Television Canaria","28.217362, -17.277262","Western Africa / Atlantic route to the Canary Islands","https://web.archive.org/web/20240510084624/https://www.eldia.es/sucesos/sucesos-en-canarias/2024/05/09/tragedia-inmigracion-hallan-cadaveres-inmigrantes-102121297.html, https://web.archive.org/web/20240510084957/https://www.eldia.es/sucesos/sucesos-en-canarias/2024/05/08/rescatan-cadaver-hombre-aguas-norte-102108594.html, https://web.archive.org/web/20240510084758/https://rtvc.es/localizados-dos-cadaveres-de-migrantes-en-la-costa-de-la-gomera/",Uncategorized,3
2024.MMP0354,2024.MMP0354375,"Northern Africa","Sat, 05/11/2024 - 12:00",2024,May,1,0,,,1,,"Sub-Saharan Africa (P)","Mixed or unknown",Unknown,"Playa Hermigua, La Gomera, Spain","Tiempo de Canarias, El Día","28.178823, -17.180019","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/HwTBS, https://archive.ph/cZHay, https://archive.ph/v4kro",Uncategorized,3
2024.MMP0355,2024.MMP0355,Mediterranean,"Thu, 04/25/2024 - 12:00",2024,April,1,,18,,,,Unknown,Drowning,Unknown,"Off the coast of Karaburun, Izmir, Türkiye","Turkish Guard Coast, IOM Türkiye, Alarm Phone, Gercek Izmir","38.650852, 26.520897","Eastern Mediterranean","https://twitter.com/alarm_phone/status/1783386101626880232, https://web.archive.org/web/20240510115623/https://www.gercekizmir.com/haber/Bir-gocmen-drami-daha-Minik-cesedi-13-gun-sonra-bulundu/151191, https://web.archive.org/web/20240510123119/https://www.sg.gov.tr/izmir-aciklarinda-baslatilan-arama-kurtarma-faaliyetlerine-devam-edilmektedir-25-04-24-",Uncategorized,5
2024.MMP0356,2024.MMP0356,"Western Africa","Sat, 05/04/2024 - 12:00",2024,May,26,0,8,,26,,"Western Africa","Mixed or unknown",Guinea,"Off the coast of Saint Louis, Senegal","Africa Guinee, Vision Guinee, TV5 Monde, Infomigrants","16.013154, -16.702886","Western Africa / Atlantic route to the Canary Islands","https://web.archive.org/web/20240510125531/https://www.africaguinee.com/naufrage-tragique-au-large-du-senegal-pres-de-30-guineens-perdent-la-vie-sur-le-chemin-de-leurope/, https://web.archive.org/web/20240510130424/https://www.africaguinee.com/londe-de-choc-a-bonfi-apres-le-drame-dans-les-eaux-senegalaises-ils-ont-decapite-certains-ligote-dautres/, https://web.archive.org/web/20240510132359/https://www.visionguinee.info/bah-oury-encourage-les-jeunes-a-ne-pas-tenter-limmigration-irreguliere-lavenir-nest-pas-compromis-en-guinee/, https://twitter.com/bahourykigna/status/1787580928748913040, https://web.archive.org/web/20240510134043/https://information.tv5monde.com/afrique/video/guinee-des-passeurs-accuses-davoir-tue-des-migrants-2721365, https://web.archive.org/web/20240513073445/https://www.infomigrants.net/fr/post/57006/guinee--26-migrants-meurent-dans-un-naufrage-au-large-du-senegal",Uncategorized,3
2024.MMP0357,2024.MMP0357,"Central America","Fri, 05/03/2024 - 12:00",2024,May,1,0,,,1,,"Central America","Vehicle accident / death linked to hazardous transport",Honduras,"Intersection of 16 de Septiembre Street and the railroad tracks in the Dos de Junio neighborhood,Chihuahua,Mexico","El Heraldo de Chihuahua,Impacto Noticias,El Diario MX, Fox 5 San Diego","28.697068, -106.093564",,"https://archive.ph/7hxmz, https://archive.ph/KMbZi, https://archive.ph/y0bNj, https://archive.ph/HGBmo","Central America",3
2024.MMP0358,2024.MMP0358,"North America","Sat, 05/04/2024 - 12:00",2024,May,1,0,,,1,,"Central America","Harsh environmental conditions / lack of adequate shelter, food, water","El Salvador","Desert area close to Mount Cristo Rey, Sunland Park, Doña Ana County, New Mexico, United States of America","CBS4Local, Kfoxtv, University of New Mexico Office of the Medical Investigator (UNMOMI) cross-checked with No Mas Muertes","31.79064, -106.54313","US-Mexico border crossing","https://archive.ph/LOQZZ, https://archive.ph/ogQB1","Northern America",3
2024.MMP0359,2024.MMP0359,"Central America","Sun, 05/05/2024 - 12:00",2024,May,1,0,,1,,,"South America","Sickness / lack of access to adequate healthcare","Venezuela (Bolivarian Republic of)","Suchiate River (Mexican side) in the transborder area with Guatemala, close to Paso del Coyote, Chiapas, Mexico","El Pitazo","14.680024, -92.147891",,https://archive.ph/pjvCI,"Central America",1
2024.MMP0360,2024.MMP0360,"Central America","Sat, 05/04/2024 - 12:00",2024,May,4,0,4,,4,,Caribbean,"Harsh environmental conditions / lack of adequate shelter, food, water",Cuba,"Laguna Madre, Tamaulipas, Mexico","El Sol de Tampico, 14 y medio","25.082594, -97.554484","US-Mexico border crossing","https://archive.ph/roPD6, https://archive.ph/1LveK","Central America",3
2024.MMP0361,2024.MMP0361,"South America","Sun, 05/05/2024 - 12:00",2024,May,1,0,,,1,,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","Bolivia (Plurinational State of)","Close to Bofedales de Pisiga-Carpa, Colchane, Tarapacá Region, Chile","Bio Bio Chile,Radio Paulina Chile,Soy Iquique","-19.293692, -68.621921",,"https://archive.ph/TorF6, https://archive.ph/IE6uO, https://archive.ph/VtLHu","South America",3
2024.MMP0362,2024.MMP0362,"Central America","Mon, 05/06/2024 - 12:00",2024,May,1,0,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Railroad tracks on the Carlos Pacheco Avenue, Chihuahua, Mexico","El Heraldo de Juarez,Diario de Laredo","28.629906, -106.034536",,"https://archive.ph/K7jsP, https://archive.ph/SpWxG","Central America",3
2024.MMP0363,2024.MMP0363,"Central America","Sat, 05/04/2024 - 12:00",2024,May,1,0,4,1,,,Caribbean,"Vehicle accident / death linked to hazardous transport",Cuba,"Close to Terminal 1 of the Mexico City International Airport, Mexico City, Mexico","ADN Cuba, 14 y medio","19.434838, -99.08619",,"https://archive.ph/iupFo, https://archive.ph/8NJuN","Central America",3
2024.MMP0364,2024.MMP0364,"Central America","Tue, 05/07/2024 - 12:00",2024,May,1,0,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Boulevard Juan Pablo II close to the Border Wall, Juarez, Chihuahua,Mexico","El Hreraldo de Juarez, La Polaka","31.67155, -106.339363","US-Mexico border crossing","https://archive.ph/CBHWV, https://archive.ph/AwnVx","Central America",3
2024.MMP0365,2024.MMP0365,"Central America","Sun, 01/21/2024 - 12:00",2024,January,1,0,,,,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Unspecified location in the Darien National Park, Panama","Pan American Development Foundation","8.466998, -77.717449",Darien,,"Central America",4
2024.MMP0366,2024.MMP0366,"Central America","Thu, 01/18/2024 - 12:00",2024,January,1,0,,,1,,"South America","Mixed or unknown",Colombia,"Unspecified location in the Darien National Park, Panama","Pan American Development Foundation","8.466925, -77.717449",Darien,,"Central America",4
2024.MMP0367,2024.MMP0367,"Central America","Sun, 01/21/2024 - 12:00",2024,January,1,0,,,1,,"South America","Mixed or unknown","Venezuela (Bolivarian Republic of)","Unspecified location in the Darien National Park, Panama","Pan American Development Foundation","8.465088, -77.720644",Darien,,"Central America",4
2024.MMP0368,2024.MMP0368,"Central America","Tue, 01/23/2024 - 12:00",2024,January,1,0,,,1,,"Latin America / Caribbean (P)","Mixed or unknown",Unknown,"Unspecified location in the Darien National Park, Panama","Pan American Development Foundation","8.466337, -77.718489",Darien,,"Central America",4
